Item Identifier,Item Fat Content,Item Type,Outlet Identifier,Outlet Size,Outlet Location Type,Outlet Type,Outlet Establishment Year
DRF27,low fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDZ35,Regular,Breads,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRF03,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCO41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDQ59,Regular,Breads,OUT045,-,Tier 2,Supermarket Type1,2002
NCZ53,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDZ33,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDD34,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCM06,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDY43,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRM23,Low Fat,Hard Drinks,OUT010,-,Tier 3,Grocery Store,1998
FDT20,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG46,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDH10,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDF24,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDG57,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN44,LF,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDD32,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDI04,Regular,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDA56,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
DRG51,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDZ04,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDT13,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
FDY56,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDB51,LF,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
NCY29,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDL34,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCQ38,Low Fat,Others,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCR41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDY24,Regular,Baking Goods,OUT010,-,Tier 3,Grocery Store,1998
NCA42,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDB11,Low Fat,Starchy Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDG26,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
FDH24,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDX44,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDT52,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDT04,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDO58,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR60,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCL54,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDW50,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDK43,Low Fat,Meat,OUT019,Small,Tier 1,Grocery Store,1985
FDQ32,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDE29,LF,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
NCN07,Low Fat,Others,OUT045,-,Tier 2,Supermarket Type1,2002
FDB37,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDD21,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX16,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDN46,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDV28,Regular,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDR48,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDW37,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV40,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ57,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDY46,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDX45,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB33,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT58,Low Fat,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDM39,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCY41,LF,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
NCL31,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
NCJ31,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1,1997
FDO23,Low Fat,Breads,OUT019,Small,Tier 1,Grocery Store,1985
FDN56,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDF04,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDJ44,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDS50,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
NCQ41,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDA49,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
NCZ06,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
NCM43,Low Fat,Others,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDH19,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDS15,Regular,Meat,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO50,LF,Canned,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDJ20,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCI31,low fat,Others,OUT010,-,Tier 3,Grocery Store,1998
FDU20,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRK13,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
DRJ24,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
FDI20,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDF10,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDQ45,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ10,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDM36,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDN12,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD50,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
FDG17,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDY58,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCK29,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985
FDM32,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDL46,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDC51,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDF16,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCV54,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDE35,Regular,Starchy Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDA23,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDI46,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDZ21,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
DRK13,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDX36,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDY22,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDR32,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRF25,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK20,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
DRI11,Low Fat,Hard Drinks,OUT019,Small,Tier 1,Grocery Store,1985
FDH05,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDA46,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
DRD24,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDL39,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDD52,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDR55,reg,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
DRI13,Low Fat,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDG31,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDP04,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDH35,Low Fat,Starchy Foods,OUT013,High,Tier 3,Supermarket Type1,1987
NCB42,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1,2004
FDQ14,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDI19,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDJ55,Regular,Meat,OUT010,-,Tier 3,Grocery Store,1998
DRN59,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCR06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
NCF42,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDG24,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDB58,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDQ56,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCV41,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1,1997
FDW19,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDO56,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDI41,Regular,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDN10,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDY20,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
DRM37,LF,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV34,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCX18,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDY10,Low Fat,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCZ17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT12,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDD57,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK45,Low Fat,Seafood,OUT045,-,Tier 2,Supermarket Type1,2002
FDJ57,Regular,Seafood,OUT045,-,Tier 2,Supermarket Type1,2002
NCI31,Low Fat,Others,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDZ48,LF,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDI16,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDZ31,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
DRG15,Low Fat,Dairy,OUT045,-,Tier 2,Supermarket Type1,2002
FDX36,Regular,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDD40,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA04,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDL21,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDS21,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
DRF23,Low Fat,Hard Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
FDM46,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
DRG49,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDG26,low fat,Canned,OUT045,-,Tier 2,Supermarket Type1,2002
FDR51,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDV39,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1,2004
FDC39,Low Fat,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
FDP45,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDC56,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDK38,Low Fat,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCJ29,low fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
NCF19,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store,1985
FDG59,Low Fat,Starchy Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDE59,Low Fat,Starchy Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDB04,Regular,Dairy,OUT017,-,Tier 2,Supermarket Type1,2007
NCK05,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1,1987
FDR03,Regular,Meat,OUT017,-,Tier 2,Supermarket Type1,2007
FDQ03,Regular,Meat,OUT019,Small,Tier 1,Grocery Store,1985
FDC59,Regular,Starchy Foods,OUT017,-,Tier 2,Supermarket Type1,2007
DRB13,Regular,Soft Drinks,OUT017,-,Tier 2,Supermarket Type1,2007
NCE54,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDC10,reg,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDR46,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDA10,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDP23,Low Fat,Breads,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDJ41,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDL46,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1,1987
FDX33,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
NCL29,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDE16,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDM57,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDZ36,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
NCW42,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
NCI54,LF,Household,OUT019,Small,Tier 1,Grocery Store,1985
DRK01,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDX10,Regular,Snack Foods,OUT045,-,Tier 2,Supermarket Type1,2002
FDO46,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD16,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDZ20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCI18,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
DRI25,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDY44,Regular,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDW38,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDY33,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRH51,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1,2004
FDT32,Regular,Fruits and Vegetables,OUT017,-,Tier 2,Supermarket Type1,2007
FDI50,Regular,Canned,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB60,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDP09,LF,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDA20,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCX05,Low Fat,Health and Hygiene,OUT019,Small,Tier 1,Grocery Store,1985
DRF37,Low Fat,Soft Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
FDJ26,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDZ25,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDZ58,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ50,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCG18,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDZ56,Low Fat,Fruits and Vegetables,OUT045,-,Tier 2,Supermarket Type1,2002
FDH50,Regular,Canned,OUT013,High,Tier 3,Supermarket Type1,1987
DRO35,Low Fat,Hard Drinks,OUT045,-,Tier 2,Supermarket Type1,2002
DRH51,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDS19,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCM06,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDP52,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDK02,Low Fat,Canned,OUT010,-,Tier 3,Grocery Store,1998
FDG59,Low Fat,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDN20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDO57,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCJ30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1,2004
FDQ31,Regular,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
FDC05,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDM08,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
NCA41,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1,2004
FDK15,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDX56,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDT21,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ46,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDS01,Low Fat,Canned,OUT019,Small,Tier 1,Grocery Store,1985
FDW34,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
FDX07,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDN13,Low Fat,Breakfast,OUT046,Small,Tier 1,Supermarket Type1,1997
NCP02,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDT48,Low Fat,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
FDZ49,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1,2004
NCJ17,Low Fat,Health and Hygiene,OUT010,-,Tier 3,Grocery Store,1998
FDB17,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDP48,Regular,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDI53,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDW02,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1,1987
FDL20,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
FDV32,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDG38,Regular,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
NCB31,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDF52,Low Fat,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDB15,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO48,Regular,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCR53,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDF56,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1,1987
FDL57,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCC31,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDE33,reg,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDV52,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDR46,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
DRE12,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDD57,Low Fat,Fruits and Vegetables,OUT010,-,Tier 3,Grocery Store,1998
NCS41,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCY41,low fat,Health and Hygiene,OUT017,-,Tier 2,Supermarket Type1,2007
FDV22,Regular,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDF12,Low Fat,Baking Goods,OUT045,-,Tier 2,Supermarket Type1,2002
FDM13,Low Fat,Breakfast,OUT013,High,Tier 3,Supermarket Type1,1987
FDQ56,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDW55,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCT29,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCX42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDR24,Regular,Baking Goods,OUT017,-,Tier 2,Supermarket Type1,2007
NCS42,Low Fat,Household,OUT017,-,Tier 2,Supermarket Type1,2007
FDL40,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD47,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
DRE03,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1,1997
NCM18,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDF52,Low Fat,Frozen Foods,OUT045,-,Tier 2,Supermarket Type1,2002
NCG43,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDE20,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDI33,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
NCT06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1,1987
FDY24,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDZ33,Low Fat,Snack Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDJ55,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDE45,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store,1985
FDD44,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD10,reg,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDA39,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDB36,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1,1987
FDK52,Low Fat,Frozen Foods,OUT010,-,Tier 3,Grocery Store,1998
FDJ36,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1,1999
NCB55,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCK18,Low Fat,Household,OUT010,-,Tier 3,Grocery Store,1998
FDX27,reg,Dairy,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDB08,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX43,LF,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA20,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDC04,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store,1985
FDG17,Regular,Frozen Foods,OUT017,-,Tier 2,Supermarket Type1,2007
FDU58,Regular,Snack Foods,OUT010,-,Tier 3,Grocery Store,1998
FDP24,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3,1985
NCT29,Low Fat,Health and Hygiene,OUT045,-,Tier 2,Supermarket Type1,2002
FDB08,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2,2009
NCB43,Low Fat,Household,OUT045,-,Tier 2,Supermarket Type1,2002
FDL09,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store,1985
DRK49,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1,1997
FDR37,Regular,Breakfast,OUT013,High,Tier 3,Supermarket Type1,1987
FDG56,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1,2004
FDE34,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDE16,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDT58,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1,2004
FDR03,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1,2004
NCL30,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDT22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDP45,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDS15,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
FDF16,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDL13,Regular,Breakfast,OUT045,-,Tier 2,Supermarket Type1,2002
NCV30,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDG33,Regular,Seafood,OUT019,Small,Tier 1,Grocery Store,1985
FDO10,reg,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDQ03,Regular,Meat,OUT013,High,Tier 3,Supermarket Type1,1987
NCC55,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDD52,Regular,Dairy,OUT027,Medium,Tier 3,Supermarket Type3,1985
FDI16,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2,2009
FDB44,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1,1997
FDA25,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1,1997
FDV33,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1,1997
FDX47,Regular,Breads,OUT049,Medium,Tier 1,Supermarket Type1,1999
FDO50,low fat,Canned,OUT017,-,Tier 2,Supermarket Type1,2007
